ID,상호명,주소,전화,웹사이트,이메일,업종,상태,등록일,최종발송일
672,서인건축사사무소,대한민국 대구광역시 서구 평리3동 1091-8,053-325-3253,,,건축 설계 사무소,new,2026-05-24 11:29:48,
673,청운건축사사무소,대한민국 대구광역시 수성구 576-5,010-2526-1735,,,건축 설계 사무소,new,2026-05-24 11:29:48,
674,아인종합건축사사무소,대한민국 대구광역시 이현동 288-2번지 2층 서구 대구광역시 KR,053-290-8466,,,건축 설계 사무소,new,2026-05-24 11:29:48,
675,더솔건축사사무소,대한민국 대구광역시 중구 727 30 5층,053-253-9337,https://thesolarchi.com/,solarchi@naver.com,건축 설계 사무소,new,2026-05-24 11:29:48,
676,건축사사무소거림,대한민국 대구광역시 동인동3가 348-2번지 중구 대구광역시 KR,053-254-3123,,,건축 설계 사무소,new,2026-05-24 11:29:48,
677,SM건축사사무소,대한민국 대구광역시 달서구 구마로14길 95 2층,053-215-8452,https://blog.naver.com/lsm8452,,건축 설계 사무소,new,2026-05-24 11:29:48,
678,(주)건축사사무소 씨마,대한민국 대구광역시 수성구 달구벌대로530길 7-6,053-656-9597,,,건축 설계 사무소,new,2026-05-24 11:29:48,
679,경림건축사사무소,대한민국 대구광역시 남구 중앙대로32길 10,053-629-8346,,,건축 설계 사무소,new,2026-05-24 11:29:48,
680,성도건축사사무소,대한민국 대구광역시 중구 남산동 2172-11,053-637-1288,https://blog.naver.com/sdag01,,건축 설계 사무소,new,2026-05-24 11:29:48,
681,이상도시건축사사무소,대한민국 대구광역시 동구 동대구로 439,053-622-3831,http://www.idealct.net/,idealct@naver.com,건축 설계 사무소,new,2026-05-24 11:29:48,
682,건축사사무소 정주건축,대한민국 대구광역시 남구 중앙대로 142 3층,010-3508-1203,,,건축 설계 사무소,new,2026-05-24 11:29:48,
683,한솔종합건설(주),대한민국 대구광역시 동구 신천4동,053-986-3741,,,종합건설회사,new,2026-05-24 11:29:48,
684,(주)화인종합건설,대한민국 대구광역시 남구 이천동,053-476-9505,,,종합건설회사,new,2026-05-24 11:29:48,
685,(주)남동종합건설,대한민국 대구광역시 이현동 44-126번지 서구 대구광역시 KR,,,,종합건설회사,new,2026-05-24 11:29:48,
686,유진종합건설(주),대한민국 대구광역시 수성구 두산동 무학로 117,053-764-9929,https://www.yujin.org/,doyujin0764@hanmail.net,종합건설회사,new,2026-05-24 11:29:48,
687,세종종합건설(주),대한민국 대구광역시 달서구 성당동 829-17,053-588-0023,,,종합건설회사,new,2026-05-24 11:29:48,
688,대동종합건설(주),대한민국 대구광역시 달서구 두류3동 496-10,053-654-8542,,,종합건설회사,new,2026-05-24 11:29:48,
689,(주)금룡종합건설,대한민국 대구광역시 달서구 본동 1149-1,053-572-5401,,,종합건설회사,new,2026-05-24 11:29:48,
690,(주)서영종합건설,대한민국 대구광역시 성당동 631-2번지 5층 달서구 대구광역시 KR,053-638-2357,,,종합건설회사,new,2026-05-24 11:29:48,
691,(주)서림종합건설,대한민국 대구광역시 달서구 호림동 10-6,053-591-1123,,,종합건설회사,new,2026-05-24 11:29:48,
692,신우종합건설(주),대한민국 대구광역시 서구 이현동 45-236,053-573-1301,,,종합건설회사,new,2026-05-24 11:29:48,
693,(주)아진종합건설,대한민국 대구광역시 달서구 장동 759,,,,종합건설회사,new,2026-05-24 11:29:48,
694,(주)도경종합건설,대한민국 대구광역시 달서구 본동,053-525-8820,,,종합건설회사,new,2026-05-24 11:29:48,
695,서방종합건설(주),대한민국 대구광역시 북구 침산동 341-5,053-351-5001,,,종합건설회사,new,2026-05-24 11:29:48,
696,서한,대한민국 대구광역시 수성구 명덕로 415,053-741-9980,https://www.seo-han.co.kr/,,종합건설회사,new,2026-05-24 11:29:48,
697,대한종합건설(주),대한민국 대구광역시 달성군 하빈면 봉촌리 1031-1,053-351-8287,,,종합건설회사,new,2026-05-24 11:29:48,
698,(주)서우종합건설,대한민국 대구광역시 달서구 신당동,053-588-1441,,,종합건설회사,new,2026-05-24 11:29:48,
699,(주)서림종합건설,대한민국 대구광역시 달서구 월암동,053-588-2209,,,종합건설회사,new,2026-05-24 11:29:48,
700,(주)인주종합건설,대한민국 대구광역시 달서구 월성동 895-7,053-591-6812,,,종합건설회사,new,2026-05-24 11:29:48,
701,(주)대금종합건설,대한민국 대구광역시 달서구 월성동 1321-1,053-638-3467,,,종합건설회사,new,2026-05-24 11:29:48,
702,성동종합건설(주),대한민국 대구광역시 달서구 죽전동 270-24,053-551-5858,,,종합건설회사,new,2026-05-24 11:29:48,
703,광주건설기계검사소,대한민국 광주광역시 남구 송하동 255-1,062-674-0976,,,기계설비 설계 사무소,new,2026-05-24 11:29:48,
704,광주건설기계정비(주),대한민국 광주광역시 남구 진월동 331-93,062-676-0706,,,기계설비 전문건설,new,2026-05-24 11:29:48,
705,대영기계설비(주),대한민국 광주광역시 광산구 도천동 268-12,062-954-4847,,,기계설비 전문건설,new,2026-05-24 11:29:48,
706,광영기계설비,대한민국 광주광역시 서구 매월동 948,062-603-4879,,,기계설비 전문건설,new,2026-05-24 11:29:48,
707,태창기계설비,대한민국 광주광역시 북구 운암동 1111-4,062-375-4471,,,기계설비 전문건설,new,2026-05-24 11:29:48,
708,소방시설점검,대한민국 광주광역시 서구 쌍촌동 972-3,,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
709,광산소방설비공사,대한민국 광주광역시 광산구 장덕동,062-224-2449,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
710,대선소방설비산업,대한민국 광주광역시 서구 광천동 562-6,062-224-2448,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
711,중앙소방안전학원,대한민국 광주광역시 하남대로 494 KR 광주광역시 서구 동천동 25,062-525-8853,http://www.jafa8853.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
712,광주소방,대한민국 광주광역시 광산구 신창로162번길 24,062-959-9111,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
713,광주전기,대한민국 광주광역시 서구 쌍촌동 1224-2,,,,전기 설비 설계,new,2026-05-24 11:29:48,
714,광주테크노파크,대한민국 광주광역시 북구 첨단과기로 333,062-602-7114,,,배관 설계 전문,new,2026-05-24 11:29:48,
715,터기술공사,대한민국 광주광역시 서구 매월동 946,062-603-2890,,,배관 설계 전문,new,2026-05-24 11:29:48,
716,전원단독철콘목조조립식주택건축시공설계도면설비누수리남숲,대한민국 전북특별자치도 정읍시 말고개길 65,010-9249-5664,https://blog.naver.com/dito0666,,배관 설계 전문,new,2026-05-24 11:29:48,
717,(주)시지산업,대한민국 전라남도 장성군 진원면 나노산단2로 27,050-71365-9566,http://cgindustry.co.kr/,chshg@naver.com,배관 설계 전문,new,2026-05-24 11:29:48,
718,대한상공회의소 광주인력개발원,대한민국 광주광역시 광산구 소촌로152번길 37,062-940-3000,https://gj.korchamhrd.net/,,배관 설계 전문,new,2026-05-24 11:29:48,
719,광주닥트,대한민국 광주광역시 동구 산수2동 164-48,062-262-8399,,,배관 설계 전문,new,2026-05-24 11:29:48,
720,(주)라도,대한민국 광주광역시 광산구 오선동 502,062-717-8100,,,배관 설계 전문,new,2026-05-24 11:29:48,
721,키친마트,대한민국 광주광역시 서구 매월4로 4,062-368-5544,http://www.kitchen-mart.co.kr/,,배관 설계 전문,new,2026-05-24 11:29:48,
722,(주)태등,대한민국 광주광역시,062-382-3884,https://lgtd.kr/,td3884@daum.net,HVAC 설계 전문,new,2026-05-24 11:29:48,
723,시스템에어컨(주),대한민국 광주광역시 북구 용전동 467-1,062-529-5577,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
724,광주365에어컨,대한민국 광주광역시 서구 유촌동 388번지,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
725,대한전문건설협회 광주광역시회,대한민국 광주광역시 서구 치평동 1216-4,062-380-2500,http://www.kosca24.or.kr/,kosca24@naver.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
726,전문건설회관,대한민국 광주광역시 서구 치평동 1216-4,062-381-0722,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
727,빛과에너지,대한민국 광주광역시 광산구 본덕동 617-6번지 1층,062-943-0227,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
728,광주냉난방에어컨,대한민국 광주광역시 남구 신장동 139번지,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
729,삼지토건(주),대한민국 광주광역시 북구 누문동 142-3,062-523-2322,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
730,광주에어컨,대한민국 광주광역시 서구 쌍촌동 495-7번지,062-576-2240,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
731,중고에어컨,대한민국 광주광역시 북구 중앙동 금재로1번길 2,010-6411-5305,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
732,그린공조,대한민국 광주광역시 서구 양동 438-203,062-382-2337,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
733,포시즌에어컨,대한민국 광주광역시 북구 풍향동 596 14번지 102호,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
734,(주)유테크노,대한민국 광주광역시 북구 월출동 970-43,062-971-9893,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
735,포시즌에어컨,대한민국 광주광역시 광산구 송정동 657-4번지,062-973-9834,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
736,엘이디팩토리,대한민국 광주광역시 북구 서암대로 259,062-449-1800,http://www.led-factory.co.kr/,led_factory0@naver.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
737,(주)건축사사무소플랜,대한민국 광주광역시 북구 문흥동,062-267-2267,,,플랜트 배관 설계,new,2026-05-24 11:29:48,
738,수디자인건축사사무소,대한민국 광주광역시 서구 화운로156번길 15-1 1층,062-576-8880,https://www.sudesign-arch.com/,leesu1504@naver.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
739,건축사사무소,대한민국 광주광역시 두암동 978-10번지 북구 광주광역시 KR,062-251-4200,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
740,(주)한길종합건축사사무소,대한민국 광주광역시 서구 운천로 153 5층,062-365-8151,http://www.hgat.co.kr/,hangil@hgat.co.kr,건축사사무소 BIM,new,2026-05-24 11:29:48,
741,건축사사무소,대한민국 광주광역시 두암동 572-21번지 북구 광주광역시 KR,062-264-0188,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
742,(주)공간동인건축사사무소,대한민국 광주광역시 오룡동 1110-7번지 609호 광주디자인센터 북구 광주광역시 KR,062-380-7511,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
743,건축사사무소수,대한민국 광주광역시 서구 금부로95번길 24,062-372-2501,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
744,(주)아이에스피건축사사무소,대한민국 광주광역시 동구 동명로 19-16 3층~5층,062-574-6467,http://ispa.kr/,ljk6467@hanmail.net,건축사사무소 BIM,new,2026-05-24 11:29:48,
745,광주건축사회관,대한민국 광주광역시 북구 무등로 255,,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
746,건축사사무소에코,대한민국 광주광역시 화정동 319-8번지 2층 서구 광주광역시 KR,062-383-0817,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
747,(주)건축사사무소건원엔지니어링,대한민국 광주광역시 북구 오룡동 1-6,062-971-0148,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
748,(주)현대건축사사무소,대한민국 광주광역시 북구 신안동 133-2,062-528-0101,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
749,대한건축사협회 광주지부,대한민국 광주광역시 북구 무등로 255,062-521-0025,http://gjkira.kira.or.kr/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
750,유탑그룹,대한민국 광주광역시 서구 시청로 92 유탑트윈시티 201동2층,,http://www.u-top.co.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
751,광주광역시 종합건설본부,대한민국 광주광역시 서구 화정로 149,062-613-6825,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
752,(주)유탑건설,대한민국 광주광역시 서구 시청로 92 2층,062-530-8700,http://con.u-top.co.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
753,대성건업,대한민국 광주광역시,062-522-2601,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
754,유탑엔지니어링사무소,대한민국 전라남도 화순군 화순읍 자치샘로 21-5,061-371-0406,http://eng.u-top.co.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
755,남도건설(주),대한민국 화순군,061-374-1786,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
756,(주)남상,대한민국 광주광역시 광산구 쌍암동 694-35,062-974-1400,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
757,(주)동성엔지니어링,대한민국 서울특별시 송파구 가락본동 양재대로62길 24,02-2041-8500,http://www.dongsungeng.co.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
758,건설회관,대한민국 광주광역시 서구 양동,,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
759,광주광역시 남구청,대한민국 광주광역시 남구 봉선로 1,062-651-9020,http://www.namgu.gwangju.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
760,미래도시,대한민국 광주광역시 서구 치평동 1294-17,062-384-1144,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
761,전남일보,대한민국 광주광역시 동구 제봉로 137,062-527-0015,https://www.jnilbo.com/,email@domain.com,건설사 BIM 담당,new,2026-05-24 11:29:48,
762,(주)동성엔지니어링,대한민국 경상북도 경산시 옥산동 732-3,053-815-5975,http://www.dongsungeng.co.kr/,,건설사 BIM 담당,new,2026-05-24 11:29:48,
763,도로,대한민국 광주광역시 남구 주월동 산60-2,,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
764,도로,대한민국 광주광역시 남구 주월2동 38-1,,,,건설사 BIM 담당,new,2026-05-24 11:29:48,
765,마블건축,대한민국 광주광역시 서구 마륵동 162-7 KR 광주광역시 서구 광주 서구 마륵복개로 91 비동 6층 603호 동양사우나 6층 엘리베이터 내리시면 복도 정면에 위치해 있습니다,010-6439-1111,https://blog.naver.com/marble_enc/224250364835,,종합건설 설계팀,new,2026-05-24 11:29:48,
766,(주)남정종합건설,대한민국 광주광역시 북구 양산동 402-3,062-572-8040,,,종합건설 설계팀,new,2026-05-24 11:29:48,
767,(주)이건종합건축사사무소,대한민국 광주광역시 동구 계림동 181-7,062-234-1100,,,종합건설 설계팀,new,2026-05-24 11:29:48,
768,토지종합건설(주),대한민국 광주광역시 서구 쌍촌동 885-11,062-383-6935,,,종합건설 설계팀,new,2026-05-24 11:29:48,
769,(주)종합건축사사무소시중,대한민국 광주광역시 수기동 23-2번지 1201호 제일오피스텔빌딩 동구 광주광역시 KR,062-233-4800,,,종합건설 설계팀,new,2026-05-24 11:29:48,
770,종합건설본부,대한민국 광주광역시,,,,종합건설 설계팀,new,2026-05-24 11:29:48,
771,종합건설조경,대한민국 광주광역시,,,,종합건설 설계팀,new,2026-05-24 11:29:48,
772,(주)효창종합건설,대한민국 광주광역시 북구 연제동 483 50번지,062-571-0962,,,종합건설 설계팀,new,2026-05-24 11:29:48,
773,토림건설(주),대한민국 광주광역시 마륵동 610-18번지 서구 광주광역시 KR,062-367-6697,,,종합건설 설계팀,new,2026-05-24 11:29:48,
774,한샘종합건축사사무소,대한민국 광주광역시 서구 치평동 1210-7,062-526-4414,,,종합건설 설계팀,new,2026-05-24 11:29:48,
